Index,Color,Talking,Camera X,Camera Y,Camera Z,Combine Gaze X,Combine Gaze Y,Combine Gaze Z,Left Pupil Diameter,Right Pupil Diameter,Left Eye Openness,Right Eye Openness,Total Time,Delta Time
0,Green,False,-0.05827359,-0.08971226,0.9942615,-0.01489273,-0.02708464,0.9995222,2.482742,2.482742,1,1,1.730012,0.0219028
0,Green,False,-0.05880522,-0.08958676,0.9942415,-0.01368721,-0.02311719,0.9996391,2.487305,2.487305,1,1,1.752483,0.02247071
0,Green,False,-0.05916392,-0.08938407,0.9942384,-0.004272511,-0.02319363,0.9997219,2.475677,2.475677,1,1,1.774971,0.02248764
0,Green,False,-0.05893886,-0.09007789,0.9941892,-0.003479018,-0.02429209,0.9996989,2.463837,2.463837,1,1,1.795968,0.02099741
0,Green,False,-0.05867908,-0.09067617,0.9941502,-0.001052869,-0.02288846,0.9997375,2.466141,2.466141,1,1,1.819456,0.02348828
0,Green,False,-0.05831657,-0.09089125,0.9941518,-0.0007934586,-0.02267461,0.9997426,2.46376,2.46376,1,1,1.8412,0.02174377
0,Green,False,-0.05816735,-0.09099383,0.9941512,-0.001968386,-0.02578739,0.9996655,2.449661,2.449661,1,1,1.863725,0.02252495
0,Green,False,-0.05800518,-0.09172563,0.9940935,-0.0009918311,-0.02490259,0.9996894,2.4505,2.4505,1,1,1.885623,0.02189827
0,Green,False,-0.05810491,-0.09212634,0.9940506,-0.002059944,-0.02252205,0.9997442,2.467606,2.467606,1,1,1.908284,0.02266026
0,Green,False,-0.05828105,-0.09268006,0.9939888,-0.003036526,-0.02217122,0.9997496,2.481415,2.481415,1,1,1.929996,0.02171242
0,Green,False,-0.05867205,-0.09237239,0.9939945,-0.005249086,-0.02162196,0.9997525,2.479858,2.479858,1,1,1.951971,0.02197468
0,Green,True,-0.05896071,-0.09188908,0.9940221,-0.005844199,-0.02136261,0.9997547,2.474518,2.474518,1,1,1.974509,0.02253842
0,Green,True,-0.0593743,-0.09237097,0.9939529,-0.00592048,-0.02145411,0.9997523,2.481186,2.481186,1,1,1.996944,0.02243495
0,Green,True,-0.0596339,-0.09362036,0.9938204,-0.00593575,-0.0213626,0.9997542,2.484528,2.484528,1,1,2.018843,0.02189863
0,Green,True,-0.05974668,-0.0953263,0.9936515,-0.005523726,-0.01870743,0.9998097,2.494629,2.494629,1,1,2.040771,0.02192855
0,Green,True,-0.05966999,-0.09656142,0.9935368,-0.006103529,-0.01715092,0.9998343,2.484116,2.484116,1,1,2.06283,0.02205849
0,Green,True,-0.05931693,-0.09679782,0.993535,-0.005523707,-0.01806649,0.9998215,2.500793,2.500793,1,1,2.085491,0.02266145
0,Green,True,-0.0592623,-0.09715761,0.9935031,-0.005584779,-0.01852438,0.9998128,2.500946,2.500946,1,1,2.108568,0.02307653
0,Green,True,-0.05909395,-0.09796938,0.9934334,-0.006286683,-0.01918049,0.9997963,2.50029,2.50029,1,1,2.129484,0.02091599
0,Green,True,-0.0590041,-0.09935346,0.9933012,-0.006485006,-0.01782232,0.9998201,2.496613,2.496613,1,1,2.152754,0.02327061
0,Green,True,-0.05884417,-0.09951315,0.9932948,-0.006515555,-0.01754775,0.9998248,2.496597,2.496597,1,1,2.174372,0.02161813
0,Green,True,-0.05877734,-0.09904817,0.9933452,-0.005264316,-0.01718151,0.9998385,2.500931,2.500931,1,1,2.197869,0.02349639
0,Green,True,-0.05869859,-0.09889955,0.9933647,-0.00576784,-0.01629644,0.9998506,2.500839,2.500839,1,1,2.218414,0.02054501
0,Green,True,-0.05897892,-0.09926624,0.9933115,-0.005828907,-0.01687636,0.9998406,2.511902,2.511902,1,1,2.240192,0.02177835
