Color,Camera X,Camera Y,Camera Z,Combine Gaze X,Combine Gaze Y,Combine Gaze Z,Left Pupil Diameter,Right Pupil Diameter,Left Eye Openness,Right Eye Openness,Total Time,Delta Time
Green,-0.0840033,-0.0436313,0.9955098,0.02101158,0.005004937,0.9997667,2.527527,2.527527,1,1,1.550133,0.01996839
Green,-0.08352918,-0.045336,0.9954735,0.02027911,0.01229869,0.9997187,2.502426,2.502426,1,1,1.570848,0.02071536
Green,-0.08317973,-0.04671537,0.9954391,0.01895151,0.007659948,0.9997911,2.493576,2.493576,1,1,1.594257,0.02340877
Green,-0.08306511,-0.0469744,0.9954364,0.01870732,0.008514425,0.9997888,2.504059,2.504059,1,1,1.615556,0.021299
Green,-0.08330981,-0.04637101,0.9954442,0.01680011,0.007873622,0.9998279,2.507111,2.507111,1,1,1.637517,0.02196085
Green,-0.08445963,-0.04646976,0.9953427,0.01882943,0.01570137,0.9996994,2.505692,2.505692,1,1,1.66102,0.02350271
Green,-0.08643175,-0.04655336,0.9951695,0.03306627,0.002655067,0.9994497,2.505966,2.505966,1,1,1.681817,0.02079713
Green,-0.08763903,-0.04564711,0.9951059,0.03161652,0.004272502,0.9994909,2.505157,2.505157,1,1,1.704075,0.02225876
Green,-0.08817715,-0.04485007,0.9950946,0.03031935,0.004180927,0.9995315,2.47377,2.47377,1,1,1.726569,0.02249324
Green,-0.08858365,-0.0448789,0.9950572,0.03062467,0.004470867,0.999521,2.482315,2.482315,1,1,1.748382,0.02181292
Green,-0.08867533,-0.0456005,0.9950162,0.02342252,0.01264969,0.9996457,2.457901,2.457901,1,1,1.770483,0.02210128
Green,-0.08856718,-0.04624599,0.9949961,0.0243532,0.01666272,0.9995645,2.438828,2.438828,1,1,1.793231,0.02274859
Green,-0.08834945,-0.04545002,0.9950521,0.05065983,-0.0003967336,0.9987159,2.434952,2.434952,1,1,1.814933,0.02170134
Green,-0.08796181,-0.04388913,0.9951565,0.05404684,-0.005416891,0.9985237,2.430344,2.430344,1,1,1.837618,0.02268565
Green,-0.08781824,-0.04354474,0.9951843,0.05439804,-0.006546076,0.9984979,2.431808,2.431808,1,1,1.860318,0.02269924
Green,-0.08852942,-0.04389663,0.9951059,0.05517656,0.01136796,0.9984119,2.434021,2.434021,1,1,1.881564,0.02124619
Green,-0.08927701,-0.04439172,0.9950171,0.05511487,0.002731329,0.9984763,2.434082,2.434082,1,1,1.904651,0.02308702
Green,-0.08976045,-0.0446955,0.99496,0.05473366,0.00303652,0.9984964,2.419388,2.419388,1,1,1.926498,0.02184677
Green,-0.09023045,-0.04491385,0.9949077,0.05371126,-0.0003356954,0.9985564,2.471466,2.471466,1,1,1.948398,0.02190042
Green,-0.0902609,-0.04621847,0.9948451,0.02902255,-0.07699674,0.9966089,2.497818,2.497818,1,1,1.971481,0.02308261
Green,-0.08976605,-0.04734389,0.994837,0.01953132,-0.0902103,0.9957312,2.465485,2.465485,1,1,1.994143,0.02266228
Green,-0.08875576,-0.04815834,0.9948885,0.04362551,-0.01715113,0.9989007,2.461533,2.461533,1,1,2.014982,0.02083945
